subject	predicate	object	birthPlace	<predicate>	age	object
Prince_Raphael_Rainer_of_Thurn_and_Taxis 	memberOf 	Christian_Social_Union_in_Bavaria 	Regensburg 	<memberOf >		Christian_Social_Union_in_Bavaria 
Prince_Raphael_Rainer_of_Thurn_and_Taxis 	nationality 	Germany 	Regensburg 	<nationality >		Germany 
Bahram-Shah_of_Ghazna 	birthDate 	1084-01-01	Ghazni 	<age>	940	940
Bahram-Shah_of_Ghazna 	gender 	Male	Ghazni 	<gender >		Male
Don_Julius_Caesar_d_u0027_Austria 	birthDate 	1584-01-01	Prague 	<age>	440	440
Don_Julius_Caesar_d_u0027_Austria 	gender 	Male	Prague 	<gender >		Male
John_J_u002E__Clausey 	award 	Medal_of_Honor	San_Francisco 	<award >		Medal_of_Honor
John_J_u002E__Clausey 	birthDate 	1875-05-16	San_Francisco 	<age>	148	148
John_J_u002E__Clausey 	gender 	Male	San_Francisco 	<gender >		Male
John_J_u002E__Clausey 	nationality 	United_States 	San_Francisco 	<nationality >		United_States 
Colette_Senghor 	birthDate 	1925-11-20	Mouzay_u002C__Meuse 	<age>	98	98
Colette_Senghor 	gender 	Female	Mouzay_u002C__Meuse 	<gender >		Female
Colette_Senghor 	knowsLanguage 	French_language	Mouzay_u002C__Meuse 	<knowsLanguage >		French_lang
Colette_Senghor 	nationality 	France 	Mouzay_u002C__Meuse 	<nationality >		France 
Colette_Senghor 	nationality 	Senegal 	Mouzay_u002C__Meuse 	<nationality >		Senegal 
Hans_Ulrik_Gyldenløve 	birthDate 	1615-03-10	Kronborg 	<age>	409	409
Hans_Ulrik_Gyldenløve 	gender 	Male	Kronborg 	<gender >		Male
Hans_Ulrik_Gyldenløve 	nationality 	Denmark 	Kronborg 	<nationality >		Denmark 
Hedevig_Ulfeldt 	birthDate 	1626-07-15	Haderslevhus 	<age>	397	397
Hedevig_Ulfeldt 	gender 	Female	Haderslevhus 	<gender >		Female
Hedevig_Ulfeldt 	nationality 	Denmark 	Haderslevhus 	<nationality >		Denmark 
Lisa_del_Giocondo 	birthDate 	1479-06-24	Florence 	<age>	544	544
Lisa_del_Giocondo 	gender 	Female	Florence 	<gender >		Female
Lisa_del_Giocondo 	knowsLanguage 	Italian_language	Florence 	<knowsLanguage >		Italian_lang
Louis_III_u002C__Elector_Palatine 	nationality 	Germany 	Electoral_Palatinate 	<nationality >		Germany 
Erich_Jahn 	birthDate 	1907-07-23	Berlin 	<age>	116	116
Erich_Jahn 	gender 	Male	Berlin 	<gender >		Male
Erich_Jahn 	knowsLanguage 	German_language	Berlin 	<knowsLanguage >		German_lang
Erich_Jahn 	memberOf 	Nazi_Party 	Berlin 	<memberOf >		Nazi_Party 
Jakob_Kellenberger 	alumniOf 	University_of_Zurich 	Heiden_u002C__Switzerland 	<alumniOf >		University_of_Zurich 
Jakob_Kellenberger 	alumniOf 	University_of_Granada 	Heiden_u002C__Switzerland 	<alumniOf >		University_of_Granada 
Jakob_Kellenberger 	birthDate 	1944-10-19	Heiden_u002C__Switzerland 	<age>	79	79
Jakob_Kellenberger 	gender 	Male	Heiden_u002C__Switzerland 	<gender >		Male
Jakob_Kellenberger 	knowsLanguage 	French_language	Heiden_u002C__Switzerland 	<knowsLanguage >		French_lang
Jakob_Kellenberger 	nationality 	Switzerland 	Heiden_u002C__Switzerland 	<nationality >		Switzerland 
Jakob_Kellenberger 	worksFor 	University_of_Geneva 	Heiden_u002C__Switzerland 	<worksFor >		University_of_Geneva 
Jakob_Kellenberger 	worksFor 	University_of_Salamanca 	Heiden_u002C__Switzerland 	<worksFor >		University_of_Salamanca 
James_de_la_Cloche 	birthDate 	1644-01-01	Jersey 	<age>	380	380
James_de_la_Cloche 	gender 	Male	Jersey 	<gender >		Male
Prince_George_of_Denmark 	award 	Knight_of_the_Elephant 	Copenhagen_Castle 	<award >		Knight_of_the_Elephant 
Prince_George_of_Denmark 	award 	Order_of_the_Garter	Copenhagen_Castle 	<award >		Order_of_the_Garter
Prince_George_of_Denmark 	award 	Royal_Fellow_of_the_Royal_Society	Copenhagen_Castle 	<award >		Royal_Fellow_of_the_Royal_Society
Prince_George_of_Denmark 	birthDate 	1653-04-21	Copenhagen_Castle 	<age>	370	370
Prince_George_of_Denmark 	gender 	Male	Copenhagen_Castle 	<gender >		Male
Prince_George_of_Denmark 	memberOf 	Royal_Society 	Copenhagen_Castle 	<memberOf >		Royal_Society 
Prince_George_of_Denmark 	nationality 	Denmark 	Copenhagen_Castle 	<nationality >		Denmark 
Prince_William_u002C__Duke_of_Gloucester 	award 	Order_of_the_Garter	Hampton_Court_Palace 	<award >		Order_of_the_Garter
Prince_William_u002C__Duke_of_Gloucester 	birthDate 	1689-07-24	Hampton_Court_Palace 	<age>	334	334
Prince_William_u002C__Duke_of_Gloucester 	gender 	Male	Hampton_Court_Palace 	<gender >		Male
Prince_William_u002C__Duke_of_Gloucester 	knowsLanguage 	English_language	Hampton_Court_Palace 	<knowsLanguage >		English_lang
William_of_Bavaria-Munich 	birthDate 	1435-09-25	Munich 	<age>	588	588
William_of_Bavaria-Munich 	gender 	Male	Munich 	<gender >		Male
William_of_Bavaria-Munich 	knowsLanguage 	German_language	Munich 	<knowsLanguage >		German_lang
William_of_Bavaria-Munich 	nationality 	Germany 	Munich 	<nationality >		Germany 
Beatrice_of_Sicily_u002C__Latin_Empress 	birthDate 	1252-01-16	Naples 	<age>	772	772
Beatrice_of_Sicily_u002C__Latin_Empress 	gender 	Female	Naples 	<gender >		Female
Beatrice_of_Sicily_u002C__Latin_Empress 	knowsLanguage 	French_language	Naples 	<knowsLanguage >		French_lang
Beatrice_of_Sicily_u002C__Latin_Empress 	nationality 	France 	Naples 	<nationality >		France 
Charlotte_of_France 	birthDate 	1516-01-01	Château_d_u0027_Amboise 	<age>	508	508
Charlotte_of_France 	gender 	Female	Château_d_u0027_Amboise 	<gender >		Female
Charlotte_of_France 	knowsLanguage 	French_language	Château_d_u0027_Amboise 	<knowsLanguage >		French_lang
Charlotte_of_France 	nationality 	France 	Château_d_u0027_Amboise 	<nationality >		France 
Louise_of_France__u0028_1515_u2013_1518_u0029_ 	birthDate 	1515-01-01	Château_d_u0027_Amboise 	<age>	509	509
Louise_of_France__u0028_1515_u2013_1518_u0029_ 	gender 	Female	Château_d_u0027_Amboise 	<gender >		Female
Mirza_Dara_Bakht 	birthDate 	1790-01-01	Red_Fort 	<age>	234	234
Mirza_Dara_Bakht 	gender 	Male	Red_Fort 	<gender >		Male
Mirza_Farkhunda_Shah 	gender 	Male	Delhi 	<gender >		Male
Mirza_Fath-ul-Mulk_Bahadur 	gender 	Male	Red_Fort 	<gender >		Male
Anton_Egon_u002C__Prince_of_Fürstenberg-Heiligenberg 	award 	Order_of_St_u002E__Andrew 	Munich 	<award >		Order_of_St_u002E__Andrew 
Anton_Egon_u002C__Prince_of_Fürstenberg-Heiligenberg 	award 	Order_of_the_White_Eagle__u0028_Poland_u0029_ 	Munich 	<award >		Order_of_the_White_Eagle__u0028_Poland_u0029_ 
Anton_Egon_u002C__Prince_of_Fürstenberg-Heiligenberg 	birthDate 	1656-04-23	Munich 	<age>	367	367
Anton_Egon_u002C__Prince_of_Fürstenberg-Heiligenberg 	gender 	Male	Munich 	<gender >		Male
Beate_Ulbricht 	birthDate 	1944-05-06	Leipzig 	<age>	79	79
Beate_Ulbricht 	gender 	Female	Leipzig 	<gender >		Female
Beate_Ulbricht 	knowsLanguage 	German_language	Leipzig 	<knowsLanguage >		German_lang
Beate_Ulbricht 	nationality 	Germany 	Leipzig 	<nationality >		Germany 
Elisabeth_Charlotte_u002C__Countess_of_Holzappel 	birthDate 	1640-02-29	Groningen 	<age>	384	384
Elisabeth_Charlotte_u002C__Countess_of_Holzappel 	gender 	Female	Groningen 	<gender >		Female
Elisabeth_of_Hesse-Marburg 	birthDate 	1466-05-01	Marburg 	<age>	557	557
Elisabeth_of_Hesse-Marburg 	gender 	Female	Marburg 	<gender >		Female
Elisabeth_of_Hesse-Marburg 	knowsLanguage 	German_language	Marburg 	<knowsLanguage >		German_lang
Frederick_Charles_u002C__Prince_of_Schwarzburg-Rudolstadt 	birthDate 	1736-06-07	Rudolstadt 	<age>	287	287
Frederick_Charles_u002C__Prince_of_Schwarzburg-Rudolstadt 	gender 	Male	Rudolstadt 	<gender >		Male
Frederick_Charles_u002C__Prince_of_Schwarzburg-Rudolstadt 	knowsLanguage 	German_language	Rudolstadt 	<knowsLanguage >		German_lang
Frederick_Charles_u002C__Prince_of_Schwarzburg-Rudolstadt 	nationality 	Germany 	Rudolstadt 	<nationality >		Germany 
Johanna_Sibylla_of_Hanau-Lichtenberg 	birthDate 	1564-07-06	Château_de_Lichtenberg 	<age>	459	459
Johanna_Sibylla_of_Hanau-Lichtenberg 	gender 	Female	Château_de_Lichtenberg 	<gender >		Female
John_V_u002C__Count_of_Nassau-Siegen 	birthDate 	1455-11-18	Breda 	<age>	568	568
John_V_u002C__Count_of_Nassau-Siegen 	gender 	Male	Breda 	<gender >		Male
John_V_u002C__Count_of_Nassau-Siegen 	knowsLanguage 	German_language	Breda 	<knowsLanguage >		German_lang
Katharina_of_Hanau-Lichtenberg 	birthDate 	1568-01-30	Bouxwiller_u002C__Bas-Rhin 	<age>	456	456
Katharina_of_Hanau-Lichtenberg 	gender 	Female	Bouxwiller_u002C__Bas-Rhin 	<gender >		Female
Leopold_Engleitner 	award 	Cross_Of_The_Order_Of_Merit_Of_The_Federal_Republic_Of_Germany_Q10905380	Strobl 	<award >		Cross_Of_The_Order_Of_Merit_Of_The_Federal_Republic_Of_Germany_Q10905380
Leopold_Engleitner 	birthDate 	1905-07-23	Strobl 	<age>	118	118
Leopold_Engleitner 	gender 	Male	Strobl 	<gender >		Male
Leopold_Engleitner 	nationality 	Austria 	Strobl 	<nationality >		Austria 
Louis_Frederick_II_u002C__Prince_of_Schwarzburg-Rudolstadt 	birthDate 	1767-08-09	Rudolstadt 	<age>	256	256
Louis_Frederick_II_u002C__Prince_of_Schwarzburg-Rudolstadt 	gender 	Male	Rudolstadt 	<gender >		Male
Louis_Frederick_II_u002C__Prince_of_Schwarzburg-Rudolstadt 	knowsLanguage 	German_language	Rudolstadt 	<knowsLanguage >		German_lang
Louis_Frederick_II_u002C__Prince_of_Schwarzburg-Rudolstadt 	nationality 	Germany 	Rudolstadt 	<nationality >		Germany 
Ludowika_Margaretha_of_Zweibrücken-Bitsch 	birthDate 	1540-07-19	Ingwiller 	<age>	483	483
Ludowika_Margaretha_of_Zweibrücken-Bitsch 	gender 	Female	Ingwiller 	<gender >		Female
Letitia_Semple 	birthDate 	1821-05-11	Charles_City_County_u002C__Virginia 	<age>	202	202
Letitia_Semple 	gender 	Female	Charles_City_County_u002C__Virginia 	<gender >		Female
Mary_Jefferson_Eppes 	birthDate 	1778-08-01	Monticello 	<age>	245	245
Mary_Jefferson_Eppes 	gender 	Female	Monticello 	<gender >		Female
Mary_Jefferson_Eppes 	nationality 	United_States 	Monticello 	<nationality >		United_States 
Prince_Philippe_u002C__Count_of_Flanders 	award 	Order_of_St_u002E__Andrew 	Palace_of_Laeken 	<award >		Order_of_St_u002E__Andrew 
Prince_Philippe_u002C__Count_of_Flanders 	award 	Knight_Of_The_Order_Of_The_Golden_Fleece_Q15117228	Palace_of_Laeken 	<award >		Knight_Of_The_Order_Of_The_Golden_Fleece_Q15117228
Prince_Philippe_u002C__Count_of_Flanders 	award 	Grand_Cordon_Of_The_Order_Of_Leopold_Q14900501	Palace_of_Laeken 	<award >		Grand_Cordon_Of_The_Order_Of_Leopold_Q14900501
Prince_Philippe_u002C__Count_of_Flanders 	birthDate 	1837-03-24	Palace_of_Laeken 	<age>	187	187
Prince_Philippe_u002C__Count_of_Flanders 	gender 	Male	Palace_of_Laeken 	<gender >		Male
Prince_Philippe_u002C__Count_of_Flanders 	nationality 	Belgium 	Palace_of_Laeken 	<nationality >		Belgium 
Sally_Hemings 	birthDate 	1773-01-01	Charles_City_County_u002C__Virginia 	<age>	251	251
Sally_Hemings 	gender 	Female	Charles_City_County_u002C__Virginia 	<gender >		Female
Sally_Hemings 	nationality 	United_States 	Charles_City_County_u002C__Virginia 	<nationality >		United_States 
Susanna_Cole 	birthDate 	1633-11-15	Alford_u002C__Lincolnshire 	<age>	390	390
Susanna_Cole 	gender 	Female	Alford_u002C__Lincolnshire 	<gender >		Female
Susanna_Cole 	nationality 	United_States 	Alford_u002C__Lincolnshire 	<nationality >		United_States 
Thomas_Secunda 	alumniOf 	Binghamton_University 	Bethpage_u002C__New_York 	<alumniOf >		Binghamton_University 
Thomas_Secunda 	birthDate 	1954-01-01	Bethpage_u002C__New_York 	<age>	70	70
Thomas_Secunda 	gender 	Male	Bethpage_u002C__New_York 	<gender >		Male
Thomas_Secunda 	nationality 	United_States 	Bethpage_u002C__New_York 	<nationality >		United_States 
Anna_Porphyrogenita 	birthDate 	0963-03-18	Constantinople 	<age>	1061	1061
Anna_Porphyrogenita 	gender 	Female	Constantinople 	<gender >		Female
Anna_Porphyrogenita 	knowsLanguage 	Old_East_Slavic	Constantinople 	<knowsLanguage >		Old_East_Slavic
Anna_Porphyrogenita 	knowsLanguage 	Medieval_Greek	Constantinople 	<knowsLanguage >		Medieval_Greek
Iziaslav_of_Polotsk 	birthDate 	0980-01-01	Kyiv 	<age>	1044	1044
Iziaslav_of_Polotsk 	gender 	Male	Kyiv 	<gender >		Male
Iziaslav_of_Polotsk 	knowsLanguage 	Old_East_Slavic	Kyiv 	<knowsLanguage >		Old_East_Slavic
Maurice_Gourdault-Montagne 	alumniOf 	Sciences_Po 	Paris 	<alumniOf >		Sciences_Po 
Maurice_Gourdault-Montagne 	alumniOf 	Institut_national_des_langues_et_civilisations_orientales 	Paris 	<alumniOf >		Institut_national_des_langues_et_civilisations_orientales 
Maurice_Gourdault-Montagne 	alumniOf 	Paris-Panthéon-Assas_University 	Paris 	<alumniOf >		Paris-Panthéon-Assas_University 
Maurice_Gourdault-Montagne 	award 	Knight_Commander_U0027_S_Cross_Of_The_Order_Of_Merit_Of_The_Federal_Republic_Of_Germany_Q10905235	Paris 	<award >		Knight_Commander_U0027_S_Cross_Of_The_Order_Of_Merit_Of_The_Federal_Republic_Of_Germany_Q10905235
Maurice_Gourdault-Montagne 	award 	Commander_Of_The_Legion_Of_Honour_Q10855212	Paris 	<award >		Commander_Of_The_Legion_Of_Honour_Q10855212
Maurice_Gourdault-Montagne 	award 	Knight_Of_The_National_Order_Of_Merit_Q13422138	Paris 	<award >		Knight_Of_The_National_Order_Of_Merit_Q13422138
Maurice_Gourdault-Montagne 	award 	Commander_Of_The_Royal_Victorian_Order_Q12193183	Paris 	<award >		Commander_Of_The_Royal_Victorian_Order_Q12193183
Maurice_Gourdault-Montagne 	award 	Companion_Of_The_Order_Of_St_Michael_And_St_George_Q12177413	Paris 	<award >		Companion_Of_The_Order_Of_St_Michael_And_St_George_Q12177413
Maurice_Gourdault-Montagne 	birthDate 	1953-11-16	Paris 	<age>	70	70
Maurice_Gourdault-Montagne 	gender 	Male	Paris 	<gender >		Male
Maurice_Gourdault-Montagne 	knowsLanguage 	French_language	Paris 	<knowsLanguage >		French_lang
Maurice_Gourdault-Montagne 	nationality 	France 	Paris 	<nationality >		France 
Sudislav 	gender 	Male	Kyiv 	<gender >		Male
Sudislav 	knowsLanguage 	Old_East_Slavic	Kyiv 	<knowsLanguage >		Old_East_Slavic
Amy_Carter 	alumniOf 	Brown_University 	Plains_u002C__Georgia 	<alumniOf >		Brown_University 
Amy_Carter 	alumniOf 	Tulane_University 	Plains_u002C__Georgia 	<alumniOf >		Tulane_University 
Amy_Carter 	alumniOf 	Memphis_College_of_Art 	Plains_u002C__Georgia 	<alumniOf >		Memphis_College_of_Art 
Amy_Carter 	alumniOf 	Woodward_Academy 	Plains_u002C__Georgia 	<alumniOf >		Woodward_Academy 
Amy_Carter 	alumniOf 	Tulane_University_School_of_Liberal_Arts 	Plains_u002C__Georgia 	<alumniOf >		Tulane_University_School_of_Liberal_Arts 
Amy_Carter 	birthDate 	1967-10-19	Plains_u002C__Georgia 	<age>	56	56
Amy_Carter 	gender 	Female	Plains_u002C__Georgia 	<gender >		Female
Amy_Carter 	nationality 	United_States 	Plains_u002C__Georgia 	<nationality >		United_States 
Louis_III_u002C__Elector_Palatine 	birthDate 	1378-01-31	Electoral_Palatinate 	<age>	646	646
Louis_III_u002C__Elector_Palatine 	gender 	Male	Electoral_Palatinate 	<gender >		Male
Louis_III_u002C__Elector_Palatine 	knowsLanguage 	German_language	Electoral_Palatinate 	<knowsLanguage >		German_lang
Sheguy 	gender 	Male	First_Turkic_Khaganate 	<gender >		Male
Sophie_Elisabeth_Pentz 	birthDate 	1619-09-20	Skanderborg 	<age>	404	404
Sophie_Elisabeth_Pentz 	gender 	Female	Skanderborg 	<gender >		Female
Sophie_Elisabeth_Pentz 	nationality 	Denmark 	Skanderborg 	<nationality >		Denmark 
Christoph_Gottlob_Müller 	birthDate 	1785-11-11	Winnenden 	<age>	238	238
Christoph_Gottlob_Müller 	gender 	Male	Winnenden 	<gender >		Male
Christoph_Gottlob_Müller 	knowsLanguage 	German_language	Winnenden 	<knowsLanguage >		German_lang
Christoph_Gottlob_Müller 	nationality 	Germany 	Winnenden 	<nationality >		Germany 
Dorothea_Diana_of_Salm 	birthDate 	1604-07-25	Créhange 	<age>	419	419
Dorothea_Diana_of_Salm 	gender 	Female	Créhange 	<gender >		Female
Eduard_Opitsch 	birthDate 	1900-02-01	Langenaltheim 	<age>	124	124
Eduard_Opitsch 	gender 	Male	Langenaltheim 	<gender >		Male
Eduard_Opitsch 	knowsLanguage 	German_language	Langenaltheim 	<knowsLanguage >		German_lang
Eduard_Opitsch 	nationality 	Germany 	Langenaltheim 	<nationality >		Germany 
Louis_III_u002C__Count_of_Löwenstein 	birthDate 	1530-02-17	Vaihingen_an_der_Enz 	<age>	494	494
Louis_III_u002C__Count_of_Löwenstein 	gender 	Male	Vaihingen_an_der_Enz 	<gender >		Male
Louis_III_u002C__Count_of_Löwenstein 	knowsLanguage 	German_language	Vaihingen_an_der_Enz 	<knowsLanguage >		German_lang
Louis_III_u002C__Count_of_Löwenstein 	nationality 	Germany 	Vaihingen_an_der_Enz 	<nationality >		Germany 
Philip_Francis_u002C__Prince_of_Leyen 	birthDate 	1766-08-01	Koblenz 	<age>	257	257
Philip_Francis_u002C__Prince_of_Leyen 	gender 	Male	Koblenz 	<gender >		Male
Philip_Francis_u002C__Prince_of_Leyen 	knowsLanguage 	German_language	Koblenz 	<knowsLanguage >		German_lang
Philip_Francis_u002C__Prince_of_Leyen 	nationality 	Germany 	Koblenz 	<nationality >		Germany 
Prince_Augustus_William_of_Prussia 	birthDate 	1722-08-09	Berlin 	<age>	301	301
Prince_Augustus_William_of_Prussia 	gender 	Male	Berlin 	<gender >		Male
Prince_Augustus_William_of_Prussia 	knowsLanguage 	German_language	Berlin 	<knowsLanguage >		German_lang
Prince_Augustus_William_of_Prussia 	nationality 	Germany 	Berlin 	<nationality >		Germany 
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ 	award 	Order_of_St_u002E__Andrew 	Berlin 	<award >		Order_of_St_u002E__Andrew 
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ 	award 	Order_of_the_Seraphim 	Berlin 	<award >		Order_of_the_Seraphim 
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ 	award 	Order_of_the_Black_Eagle 	Berlin 	<award >		Order_of_the_Black_Eagle 
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ 	award 	Order_of_Saint_Alexander_Nevsky	Berlin 	<award >		Order_of_Saint_Alexander_Nevsky
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ 	birthDate 	1726-01-18	Berlin 	<age>	298	298
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ 	gender 	Male	Berlin 	<gender >		Male
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ 	knowsLanguage 	German_language	Berlin 	<knowsLanguage >		German_lang
Rosine_Elisabeth_Menthe 	birthDate 	1663-05-17	Braunschweig 	<age>	360	360
Rosine_Elisabeth_Menthe 	gender 	Female	Braunschweig 	<gender >		Female
Rosine_Elisabeth_Menthe 	knowsLanguage 	German_language	Braunschweig 	<knowsLanguage >		German_lang
Rosine_Elisabeth_Menthe 	nationality 	Germany 	Braunschweig 	<nationality >		Germany 
Rudolf_IV_u002C__Margrave_of_Hachberg-Sausenberg 	birthDate 	1427-01-01	Rötteln_Castle 	<age>	597	597
Rudolf_IV_u002C__Margrave_of_Hachberg-Sausenberg 	gender 	Male	Rötteln_Castle 	<gender >		Male
Rudolf_IV_u002C__Margrave_of_Hachberg-Sausenberg 	knowsLanguage 	German_language	Rötteln_Castle 	<knowsLanguage >		German_lang
Rudolf_IV_u002C__Margrave_of_Hachberg-Sausenberg 	nationality 	Germany 	Rötteln_Castle 	<nationality >		Germany 
Charlotte_Paston_u002C__Countess_of_Yarmouth 	birthDate 	1650-01-01	London 	<age>	374	374
Charlotte_Paston_u002C__Countess_of_Yarmouth 	gender 	Female	London 	<gender >		Female
Charlotte_Paston_u002C__Countess_of_Yarmouth 	knowsLanguage 	English_language	London 	<knowsLanguage >		English_lang
Countess_Xenia_Czernichev-Besobrasov 	award 	Order_of_the_Starry_Cross 	Île-de-France 	<award >		Order_of_the_Starry_Cross 
Countess_Xenia_Czernichev-Besobrasov 	birthDate 	1929-06-11	Île-de-France 	<age>	94	94
Countess_Xenia_Czernichev-Besobrasov 	gender 	Female	Île-de-France 	<gender >		Female
Countess_Xenia_Czernichev-Besobrasov 	knowsLanguage 	French_language	Île-de-France 	<knowsLanguage >		French_lang
Countess_Xenia_Czernichev-Besobrasov 	nationality 	France 	Île-de-France 	<nationality >		France 
Erich_Jahn 	nationality 	Germany 	Berlin 	<nationality >		Germany 
Mirza_Fath-ul-Mulk_Bahadur 	birthDate 	1816-01-01	Red_Fort 	<age>	208	208
Mirza_Jawan_Bakht__u0028_born_1841_u0029_ 	birthDate 	1841-01-01	Red_Fort 	<age>	183	183
Mirza_Jawan_Bakht__u0028_born_1841_u0029_ 	gender 	Male	Red_Fort 	<gender >		Male
Mirza_Khizr_Sultan 	birthDate 	1834-01-01	Delhi 	<age>	190	190
Mirza_Khizr_Sultan 	gender 	Male	Delhi 	<gender >		Male
Mirza_Shah_Abbas 	birthDate 	1845-01-01	Red_Fort 	<age>	179	179
Mirza_Shah_Abbas 	gender 	Male	Red_Fort 	<gender >		Male
Mirza_Ulugh_Tahir 	birthDate 	1830-01-01	Delhi 	<age>	194	194
Mirza_Ulugh_Tahir 	gender 	Male	Delhi 	<gender >		Male
Behice_Hanım 	birthDate 	1882-10-10	Adapazarı 	<age>	141	141
Behice_Hanım 	gender 	Female	Adapazarı 	<gender >		Female
Caroline_of_Ansbach 	birthDate 	1683-03-01	Ansbach 	<age>	341	341
Caroline_of_Ansbach 	gender 	Female	Ansbach 	<gender >		Female
Caroline_of_Ansbach 	knowsLanguage 	German_language	Ansbach 	<knowsLanguage >		German_lang
Caroline_of_Ansbach 	nationality 	Germany 	Ansbach 	<nationality >		Germany 
Eleanor_of_Aquitaine 	birthDate 	1122-01-01	Occitania 	<age>	902	902
Eleanor_of_Aquitaine 	gender 	Female	Occitania 	<gender >		Female
Eleanor_of_Aquitaine 	knowsLanguage 	Occitan_language	Occitania 	<knowsLanguage >		Occitan_lang
Ida_Horton_East 	birthDate 	1842-03-19	Bethesda_u002C__Tennessee 	<age>	182	182
Ida_Horton_East 	gender 	Female	Bethesda_u002C__Tennessee 	<gender >		Female
Müşfika_Kadın 	birthDate 	1867-12-10	Hopa 	<age>	156	156
Müşfika_Kadın 	gender 	Female	Hopa 	<gender >		Female
Naime_Sultan 	birthDate 	1876-09-03	Istanbul 	<age>	147	147
Naime_Sultan 	gender 	Female	Istanbul 	<gender >		Female
Nazikeda_Kadın__u0028_consort_of_Abdul_Hamid_II_u0029_ 	gender 	Female	Abkhazia 	<gender >		Female
Bandhavanna_Varobhas 	birthDate 	1875-05-25	Grand_Palace 	<age>	148	148
Bandhavanna_Varobhas 	gender 	Female	Grand_Palace 	<gender >		Female
Bismai_Bimalasataya 	birthDate 	1881-12-20	Grand_Palace 	<age>	142	142
Bismai_Bimalasataya 	gender 	Female	Grand_Palace 	<gender >		Female
